Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Latitude,Longitude,Order City,Order Country,Order State
20029,2015-10-22 08:42:00,First Class,2,1,Late delivery,1,18.28677559,-66.37055969,Cognac,Francia,Aquitania-Lemosín-Poitou-Charentes
10749,2015-06-08 21:30:00,First Class,2,1,Late delivery,1,18.25540733,-66.37059021,Karlstad,Suecia,Värmland
13321,2015-07-16 10:35:00,First Class,2,1,Late delivery,1,18.28277206,-66.37049866,Sheffield,Reino Unido,Inglaterra
19861,2015-10-19 21:50:00,First Class,2,1,Late delivery,1,18.23829079,-66.02120209,Farnborough,Reino Unido,Inglaterra
443,2015-01-09 10:51:00,First Class,2,1,Late delivery,1,18.25835609,-66.37059784,León,Nicaragua,León
1726,2015-01-28 04:20:00,First Class,2,1,Late delivery,1,18.25416374,-66.37062836,Barranquilla,Colombia,Atlántico
6942,2015-04-14 07:44:00,First Class,2,1,Late delivery,1,18.25158501,-66.37049866,Apopa,El Salvador,San Salvador
56324,2017-04-04 04:27:00,First Class,2,1,Late delivery,1,18.21343422,-66.37063599,Monterrey,México,Nuevo León
9443,2015-05-20 19:57:00,First Class,2,1,Late delivery,1,18.24233246,-66.37054443,Chihuahua,México,Chihuahua
222,2015-01-06 05:25:00,First Class,2,1,Late delivery,1,18.20601082,-66.37055206,Toluca,México,México
59653,2017-05-22 18:45:00,First Class,2,1,Late delivery,1,18.20976257,-66.37055969,Puerto Padre,Cuba,Las Tunas
2467,2015-02-07 23:56:00,First Class,2,1,Late delivery,1,18.2275734,-66.04371643,San Nicolás de los Arroyos,Argentina,Buenos Aires (provincia)
54442,2017-03-07 17:06:00,First Class,2,1,Late delivery,1,18.23427773,-66.37054443,Les Abymes,Guadalupe,Guadalupe
8666,2015-05-09 11:44:00,First Class,2,1,Late delivery,1,18.2792511,-66.37059021,Buenos Aires,Argentina,Buenos Aires
52376,2017-02-05 13:17:00,First Class,2,1,Late delivery,1,18.23575211,-66.37062836,Fortaleza,Brasil,Ceará
55251,2017-03-19 12:32:00,First Class,2,1,Late delivery,1,18.20042229,-66.37059021,Paraná,Argentina,Entre Ríos
55945,2017-03-29 15:40:00,First Class,2,1,Late delivery,1,18.2208004,-66.37055969,Mixco,Guatemala,Guatemala
26588,2016-01-26 02:36:00,First Class,2,1,Late delivery,1,18.23263359,-66.37059784,Changzhou,China,Jiangsu
44351,2016-10-11 09:46:00,First Class,2,1,Late delivery,1,18.20697975,-66.37054443,Ashdod,Israel,Meridional
24922,2016-01-01 18:56:00,First Class,2,1,Late delivery,1,18.37145042,-66.20330811,Sydney,Australia,Nueva Gales del Sur
22292,2015-11-24 09:31:00,First Class,2,1,Late delivery,1,18.29542542,-66.37052155,Hobart,Australia,Tasmania
23853,2015-12-17 04:25:00,First Class,2,1,Late delivery,1,18.28828239,-66.3705368,Port Moresby,Papúa Nueva Guinea,Capital Nacional
32967,2016-04-28 05:27:00,First Class,2,1,Late delivery,1,18.28805924,-66.37062836,Houston,Estados Unidos,Texas
40934,2016-08-22 12:39:00,First Class,2,1,Late delivery,1,18.21182442,-66.37058258,Seattle,Estados Unidos,Washington
18160,2015-09-25 01:54:00,First Class,2,1,Late delivery,1,18.29652023,-66.04867554,Turin,Italia,Piamonte
18763,2015-10-03 21:09:00,First Class,2,1,Late delivery,1,18.22832108,-66.37055206,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos
19688,2015-10-17 09:13:00,First Class,2,1,Late delivery,1,18.2091713,-66.37055206,Valladolid,España,Castilla y León
66423,2017-08-29 14:35:00,First Class,2,1,Late delivery,1,18.24442673,-66.37057495,Turin,Italia,Piamonte
62211,2017-06-29 02:56:00,First Class,2,1,Late delivery,1,18.29542542,-66.37052155,Nice,Francia,Provenza-Alpes-Costa Azul
18154,2015-09-24 23:48:00,First Class,2,1,Late delivery,1,18.219347,-66.37052918,Courbevoie,Francia,Isla de Francia
19861,2015-10-19 21:50:00,First Class,2,1,Late delivery,1,18.23829079,-66.02120209,Farnborough,Reino Unido,Inglaterra
14621,2015-08-04 10:02:00,First Class,2,1,Late delivery,1,18.23153114,-66.3705368,Maisons-Alfort,Francia,Isla de Francia
62279,2017-06-30 02:45:00,First Class,2,1,Late delivery,1,18.23037148,-66.37051392,Hamburgo,Alemania,Hamburgo
7935,2015-04-28 19:38:00,First Class,2,1,Late delivery,1,18.29933739,-66.37055969,Hermosillo,México,Sonora
55251,2017-03-19 12:32:00,First Class,2,1,Late delivery,1,18.20042229,-66.37059021,Paraná,Argentina,Entre Ríos
53673,2017-02-24 11:41:00,First Class,2,1,Late delivery,1,18.20789528,-66.37052918,Mixco,Guatemala,Guatemala
8657,2015-05-09 08:34:00,First Class,2,1,Late delivery,1,18.24567986,-66.37054443,Santo Domingo,República Dominicana,Santo Domingo
267,2015-01-06 21:11:00,First Class,2,1,Late delivery,1,18.22945023,-66.37058258,Coacalco,México,México
6377,2015-04-06 01:47:00,First Class,2,1,Late delivery,1,18.22748566,-66.04354096,León,México,Guanajuato
55945,2017-03-29 15:40:00,First Class,2,1,Late delivery,1,18.2208004,-66.37055969,Mixco,Guatemala,Guatemala
59445,2017-05-19 17:52:00,First Class,2,1,Late delivery,1,18.20640945,-66.37052918,Colima,México,Colima
6942,2015-04-14 07:44:00,First Class,2,1,Late delivery,1,18.25158501,-66.37049866,Apopa,El Salvador,San Salvador
61415,2017-06-17 12:03:00,First Class,2,1,Late delivery,1,18.29691505,-66.37062073,Pirapora,Brasil,Minas Gerais
59151,2017-05-15 10:52:00,First Class,2,1,Late delivery,1,18.23596954,-66.37060547,Metepec,México,México
54608,2017-03-10 03:15:00,First Class,2,1,Late delivery,1,18.24425125,-66.37055206,Santiago de Chile,Chile,Santiago de Chile
3431,2015-02-22 01:40:00,First Class,2,1,Late delivery,1,18.27233315,-66.37057495,Quetzaltenango,Guatemala,Quezaltenango
3431,2015-02-22 01:40:00,First Class,2,1,Late delivery,1,18.27233315,-66.37057495,Quetzaltenango,Guatemala,Quezaltenango
28589,2016-02-24 07:38:00,First Class,2,1,Late delivery,1,18.44484711,-66.38641357,Nagpur,India,Maharashtra
24922,2016-01-01 18:56:00,First Class,2,1,Late delivery,1,18.37145042,-66.20330811,Sydney,Australia,Nueva Gales del Sur
26538,2016-01-25 09:05:00,First Class,2,1,Late delivery,1,18.24567986,-66.37054443,Fengcheng,China,Liaoning
22107,2015-11-21 16:42:00,First Class,2,1,Late delivery,1,18.20027351,-66.37057495,Jieyang,China,Guangdong
22985,2015-12-04 12:19:00,First Class,2,1,Late delivery,1,18.25609589,-66.37055969,Sydney,Australia,Nueva Gales del Sur
27266,2016-02-05 00:08:00,First Class,2,1,Late delivery,1,18.25517273,-66.37060547,Guangzhou,China,Guangdong
26781,2016-01-28 22:13:00,First Class,2,1,Late delivery,1,18.35900307,-66.07815552,Shenyang,China,Liaoning
32967,2016-04-28 05:27:00,First Class,2,1,Late delivery,1,18.28805924,-66.37062836,Houston,Estados Unidos,Texas
37172,2016-06-28 14:39:00,First Class,2,1,Late delivery,1,18.2970829,-66.37057495,Philadelphia,Estados Unidos,Pensilvania
35690,2016-06-06 23:26:00,First Class,2,1,Late delivery,1,18.02523232,-66.61327362,Dallas,Estados Unidos,Texas
50236,2017-01-05 07:33:00,First Class,2,1,Late delivery,1,18.2917347,-66.3705368,Fayún,Egipto,Fayún
48164,2016-12-06 01:38:00,First Class,2,1,Late delivery,1,18.22272873,-66.37052918,Dakar,Senegal,Dakar
50668,2017-01-11 14:54:00,First Class,2,1,Late delivery,1,18.2444706,-66.37055969,Ibadan,Nigeria,Oyo
18160,2015-09-25 01:54:00,First Class,2,1,Late delivery,1,18.29652023,-66.04867554,Turin,Italia,Piamonte
18154,2015-09-24 23:48:00,First Class,2,1,Late delivery,1,18.219347,-66.37052918,Courbevoie,Francia,Isla de Francia
18154,2015-09-24 23:48:00,First Class,2,1,Late delivery,1,18.219347,-66.37052918,Courbevoie,Francia,Isla de Francia
15369,2015-08-15 08:05:00,First Class,2,1,Late delivery,1,18.25856972,-66.37050629,Hamburgo,Alemania,Hamburgo
15351,2015-08-15 01:47:00,First Class,2,1,Late delivery,1,18.26347351,-66.37059021,London,Reino Unido,Inglaterra
14621,2015-08-04 10:02:00,First Class,2,1,Late delivery,1,18.23153114,-66.3705368,Maisons-Alfort,Francia,Isla de Francia
15940,2015-08-23 16:08:00,First Class,2,1,Late delivery,1,18.26251984,-66.37051392,Herne,Alemania,Renania del Norte-Westfalia
222,2015-01-06 05:25:00,First Class,2,1,Late delivery,1,18.20601082,-66.37055206,Toluca,México,México
61299,2017-06-15 19:25:00,First Class,2,1,Late delivery,1,18.22406769,-66.04705048,Vassouras,Brasil,Río de Janeiro
59445,2017-05-19 17:52:00,First Class,2,1,Late delivery,1,18.20640945,-66.37052918,Colima,México,Colima
53898,2017-02-27 18:31:00,First Class,2,1,Late delivery,1,18.24529076,-66.37052155,Petapa,Guatemala,Guatemala
28407,2016-02-21 15:53:00,First Class,2,1,Late delivery,1,18.2473774,-66.3706131,Taiping,Malasia,Perak
25956,2016-01-16 21:11:00,First Class,2,1,Late delivery,1,18.27364349,-66.37052155,Yakarta,Indonesia,Yakarta
22107,2015-11-21 16:42:00,First Class,2,1,Late delivery,1,18.20027351,-66.37057495,Jieyang,China,Guangdong
24784,2015-12-30 18:35:00,First Class,2,1,Late delivery,1,18.2021637,-66.37052918,Fukuyama,Japón,Hiroshima
28589,2016-02-24 07:38:00,First Class,2,1,Late delivery,1,18.44484711,-66.38641357,Nagpur,India,Maharashtra
42224,2016-09-10 08:35:00,First Class,2,1,Late delivery,1,18.24061394,-66.37055206,Tiflis,Georgia,Tiflis
29258,2016-03-05 02:01:00,First Class,2,1,Late delivery,1,18.26360703,-66.37056732,Bangkok,Tailandia,Bangkok
26781,2016-01-28 22:13:00,First Class,2,1,Late delivery,1,18.35900307,-66.07815552,Shenyang,China,Liaoning
28407,2016-02-21 15:53:00,First Class,2,1,Late delivery,1,18.2473774,-66.3706131,Taiping,Malasia,Perak
29378,2016-03-06 20:04:00,First Class,2,1,Late delivery,1,18.2619915,-66.37059784,Bandung,Indonesia,Java Occidental
28757,2016-02-26 18:30:00,First Class,2,1,Late delivery,1,18.22757721,-66.04562378,Yakarta,Indonesia,Yakarta
26538,2016-01-25 09:05:00,First Class,2,1,Late delivery,1,18.24567986,-66.37054443,Fengcheng,China,Liaoning
29378,2016-03-06 20:04:00,First Class,2,1,Late delivery,1,18.2619915,-66.37059784,Bandung,Indonesia,Java Occidental
42224,2016-09-10 08:35:00,First Class,2,1,Late delivery,1,18.24061394,-66.37055206,Tiflis,Georgia,Tiflis
28757,2016-02-26 18:30:00,First Class,2,1,Late delivery,1,18.22757721,-66.04562378,Yakarta,Indonesia,Yakarta
22107,2015-11-21 16:42:00,First Class,2,1,Late delivery,1,18.20027351,-66.37057495,Jieyang,China,Guangdong
35362,2016-06-02 04:32:00,First Class,2,1,Late delivery,1,18.2247448,-66.37062073,Charlotte,Estados Unidos,Carolina del Norte
40934,2016-08-22 12:39:00,First Class,2,1,Late delivery,1,18.21182442,-66.37058258,Seattle,Estados Unidos,Washington
32967,2016-04-28 05:27:00,First Class,2,1,Late delivery,1,18.28805924,-66.37062836,Houston,Estados Unidos,Texas
35690,2016-06-06 23:26:00,First Class,2,1,Late delivery,1,18.02523232,-66.61327362,Dallas,Estados Unidos,Texas
37479,2016-07-03 02:12:00,First Class,2,1,Late delivery,1,18.29294205,-66.37059021,Columbia,Estados Unidos,Carolina del Sur
34555,2016-05-21 09:48:00,First Class,2,1,Late delivery,1,18.22758102,-66.0435791,Franklin,Estados Unidos,Tennessee
34013,2016-05-13 11:55:00,First Class,2,1,Late delivery,1,18.22711563,-66.37059784,Columbus,Estados Unidos,Georgia
34013,2016-05-13 11:55:00,First Class,2,1,Late delivery,1,18.22711563,-66.37059784,Columbus,Estados Unidos,Georgia
46461,2016-11-11 05:00:00,First Class,2,1,Late delivery,1,18.28523636,-66.37055206,Bur Sudan,Sudán,Mar Rojo
48164,2016-12-06 01:38:00,First Class,2,1,Late delivery,1,18.22272873,-66.37052918,Dakar,Senegal,Dakar
50668,2017-01-11 14:54:00,First Class,2,1,Late delivery,1,18.2444706,-66.37055969,Ibadan,Nigeria,Oyo
15940,2015-08-23 16:08:00,First Class,2,1,Late delivery,1,18.26251984,-66.37051392,Herne,Alemania,Renania del Norte-Westfalia
16477,2015-08-31 12:16:00,First Class,2,1,Late delivery,1,18.25045776,-66.3705368,Ghent,Bélgica,Flanders Oriental
19688,2015-10-17 09:13:00,First Class,2,1,Late delivery,1,18.2091713,-66.37055206,Valladolid,España,Castilla y León
19688,2015-10-17 09:13:00,First Class,2,1,Late delivery,1,18.2091713,-66.37055206,Valladolid,España,Castilla y León
44335,2016-10-11 04:10:00,First Class,2,1,Late delivery,1,18.25856972,-66.37050629,Ploiesti,Rumania,Prahova
13321,2015-07-16 10:35:00,First Class,2,1,Late delivery,1,18.28277206,-66.37049866,Sheffield,Reino Unido,Inglaterra
20029,2015-10-22 08:42:00,First Class,2,1,Late delivery,1,18.28677559,-66.37055969,Cognac,Francia,Aquitania-Lemosín-Poitou-Charentes
18763,2015-10-03 21:09:00,First Class,2,1,Late delivery,1,18.22832108,-66.37055206,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos
8666,2015-05-09 11:44:00,First Class,2,1,Late delivery,1,18.2792511,-66.37059021,Buenos Aires,Argentina,Buenos Aires
8666,2015-05-09 11:44:00,First Class,2,1,Late delivery,1,18.2792511,-66.37059021,Buenos Aires,Argentina,Buenos Aires
53247,2017-02-18 06:26:00,First Class,2,1,Late delivery,1,18.26971626,-66.3706131,Querétaro,México,Querétaro
9443,2015-05-20 19:57:00,First Class,2,1,Late delivery,1,18.24233246,-66.37054443,Chihuahua,México,Chihuahua
58759,2017-05-09 17:32:00,First Class,2,1,Late delivery,1,18.25339127,-66.37060547,Lima,Perú,Lima (ciudad)
53673,2017-02-24 11:41:00,First Class,2,1,Late delivery,1,18.20789528,-66.37052918,Mixco,Guatemala,Guatemala
57490,2017-04-21 04:57:00,First Class,2,1,Late delivery,1,18.26735878,-66.37063599,Tijuana,México,Baja California
59958,2017-05-27 05:36:00,First Class,2,1,Late delivery,1,18.23030853,-66.37051392,São Leopoldo,Brasil,Rio Grande do Sul
53247,2017-02-18 06:26:00,First Class,2,1,Late delivery,1,18.26971626,-66.3706131,Querétaro,México,Querétaro
53247,2017-02-18 06:26:00,First Class,2,1,Late delivery,1,18.26971626,-66.3706131,Querétaro,México,Querétaro
26781,2016-01-28 22:13:00,First Class,2,1,Late delivery,1,18.35900307,-66.07815552,Shenyang,China,Liaoning
23853,2015-12-17 04:25:00,First Class,2,1,Late delivery,1,18.28828239,-66.3705368,Port Moresby,Papúa Nueva Guinea,Capital Nacional
29258,2016-03-05 02:01:00,First Class,2,1,Late delivery,1,18.26360703,-66.37056732,Bangkok,Tailandia,Bangkok
21830,2015-11-17 15:40:00,First Class,2,1,Late delivery,1,18.24737358,-66.37050629,Tongchuan,China,Sichuan
28757,2016-02-26 18:30:00,First Class,2,1,Late delivery,1,18.22757721,-66.04562378,Yakarta,Indonesia,Yakarta
22985,2015-12-04 12:19:00,First Class,2,1,Late delivery,1,18.25609589,-66.37055969,Sydney,Australia,Nueva Gales del Sur
21662,2015-11-15 04:48:00,First Class,2,1,Late delivery,1,18.1501503,-65.82595062,Yunyang,China,Henan
21419,2015-11-11 15:40:00,First Class,2,1,Late delivery,1,18.25744438,-66.37052155,Pune,India,Maharashtra
25956,2016-01-16 21:11:00,First Class,2,1,Late delivery,1,18.27364349,-66.37052155,Yakarta,Indonesia,Yakarta
23420,2015-12-10 20:43:00,First Class,2,1,Late delivery,1,18.2605648,-66.3706131,Albury,Australia,Nueva Gales del Sur
37172,2016-06-28 14:39:00,First Class,2,1,Late delivery,1,18.2970829,-66.37057495,Philadelphia,Estados Unidos,Pensilvania
35177,2016-05-30 11:43:00,First Class,2,1,Late delivery,1,18.24752235,-66.37063599,Gilbert,Estados Unidos,Arizona
37635,2016-07-05 08:51:00,First Class,2,1,Late delivery,1,18.29227638,-66.3706131,New York City,Estados Unidos,Nueva York
39383,2016-07-30 21:16:00,First Class,2,1,Late delivery,1,18.25025559,-66.37055206,Wilmington,Estados Unidos,Carolina del Norte
70943,2017-11-02 02:08:00,Same Day,1,0,Late delivery,1,18.27550125,-66.03705597,Langen,Alemania,Baja Sajonia
44372,2016-10-10 05:08:00,Same Day,1,0,Late delivery,1,18.27647972,-66.37059784,Klaip?da,Lituania,Klaip?da
15343,2015-08-13 10:59:00,Same Day,1,0,Late delivery,1,18.25471306,-66.37059784,Gothenburg,Suecia,Västra Götaland
45326,2016-10-24 03:21:00,Same Day,1,0,Late delivery,1,18.22579575,-66.37059784,Gómel,Bielorrusia,Gómel
45326,2016-10-24 03:21:00,Same Day,1,0,Late delivery,1,18.22579575,-66.37059784,Gómel,Bielorrusia,Gómel
11787,2015-06-22 13:09:00,Same Day,0,0,Shipping on time,0,18.2275734,-66.04563141,Viena,Austria,Viena
17021,2015-09-06 22:51:00,Same Day,0,0,Shipping on time,0,18.29310036,-66.37062073,Helsinki,Finlandia,Uusimaa
15343,2015-08-13 10:59:00,Same Day,1,0,Late delivery,1,18.25471306,-66.37059784,Gothenburg,Suecia,Västra Götaland
16817,2015-09-03 23:23:00,Same Day,0,0,Shipping on time,0,18.23220635,-66.37054443,San Sebastian,España,País Vasco
64050,2017-07-24 11:13:00,Same Day,1,0,Late delivery,1,18.24187088,-66.37051392,Southend-on-Sea,Reino Unido,Inglaterra
15343,2015-08-13 10:59:00,Same Day,1,0,Late delivery,1,18.25471306,-66.37059784,Gothenburg,Suecia,Västra Götaland
68983,2017-10-04 11:28:00,Same Day,1,0,Late delivery,1,18.27321625,-66.37059784,London,Reino Unido,Inglaterra
2256,2015-02-03 10:01:00,Same Day,1,0,Late delivery,1,18.25153542,-66.37051392,Buenos Aires,Argentina,Buenos Aires
55912,2017-03-27 16:06:00,Same Day,0,0,Shipping on time,0,18.22399712,-66.37062073,Petapa,Guatemala,Guatemala
54236,2017-03-03 04:56:00,Same Day,1,0,Late delivery,1,18.28017044,-66.37052155,San Justo,Argentina,Santa Fe
60158,2017-05-28 15:40:00,Same Day,0,0,Shipping on time,0,18.21160507,-66.37054443,São Paulo,Brasil,São Paulo
53753,2017-02-24 03:43:00,Same Day,1,0,Late delivery,1,18.20666313,-66.37063599,Bogotá,Colombia,Bogotá
2256,2015-02-03 10:01:00,Same Day,1,0,Late delivery,1,18.25153542,-66.37051392,Buenos Aires,Argentina,Buenos Aires
2256,2015-02-03 10:01:00,Same Day,1,0,Late delivery,1,18.25153542,-66.37051392,Buenos Aires,Argentina,Buenos Aires
54236,2017-03-03 04:56:00,Same Day,1,0,Late delivery,1,18.28017044,-66.37052155,San Justo,Argentina,Santa Fe
73011,2017-12-02 06:39:00,Same Day,1,0,Late delivery,1,18.21538544,-66.03704834,Lianyuan,China,Hunan
75686,2018-01-10 07:49:00,Same Day,1,0,Late delivery,1,18.21265411,-66.03705597,Mandurah,Australia,Australia Occidental
25834,2016-01-13 14:27:00,Same Day,0,0,Shipping on time,0,18.26427651,-66.37059021,Broken Hill,Australia,Nueva Gales del Sur
23033,2015-12-03 17:08:00,Same Day,0,0,Shipping on time,0,18.23220635,-66.37054443,Sydney,Australia,Nueva Gales del Sur
29315,2016-03-04 10:00:00,Same Day,1,0,Late delivery,1,18.2283001,-66.37059784,Taizhou,China,Jiangsu
25284,2016-01-05 13:45:00,Same Day,0,0,Shipping on time,0,18.2567749,-66.3706131,Manila,Filipinas,Capital Nacional
29315,2016-03-04 10:00:00,Same Day,1,0,Late delivery,1,18.2283001,-66.37059784,Taizhou,China,Jiangsu
25834,2016-01-13 14:27:00,Same Day,0,0,Shipping on time,0,18.26427651,-66.37059021,Broken Hill,Australia,Nueva Gales del Sur
45918,2016-11-01 18:46:00,Same Day,0,0,Shipping on time,0,18.29623795,-66.37055206,Ankara,Turquía,Ankara
25834,2016-01-13 14:27:00,Same Day,0,0,Shipping on time,0,18.26427651,-66.37059021,Broken Hill,Australia,Nueva Gales del Sur
71779,2017-11-14 07:01:00,Same Day,1,0,Late delivery,1,18.23684311,-66.0370636,Kathmandu,Nepal,Central
23033,2015-12-03 17:08:00,Same Day,0,0,Shipping on time,0,18.23220635,-66.37054443,Sydney,Australia,Nueva Gales del Sur
23740,2015-12-14 00:49:00,Same Day,1,0,Late delivery,1,18.29292488,-66.37059784,Kunming,China,Yunnan
74044,2017-12-17 08:33:00,Same Day,1,0,Late delivery,1,18.23215675,-66.03705597,Sukabumi,Indonesia,Java Occidental
76777,2018-01-26 06:03:00,Same Day,1,0,Late delivery,1,18.27410698,-66.03704834,Kanpur,India,Uttar Pradesh
72665,2017-11-27 05:26:00,Same Day,1,0,Late delivery,1,18.22852516,-66.03705597,Bijapur,India,Karnataka
33124,2016-04-29 00:27:00,Same Day,1,0,Late delivery,1,18.29506111,-66.37051392,Raleigh,Estados Unidos,Carolina del Norte
33124,2016-04-29 00:27:00,Same Day,1,0,Late delivery,1,18.29506111,-66.37051392,Raleigh,Estados Unidos,Carolina del Norte
33124,2016-04-29 00:27:00,Same Day,1,0,Late delivery,1,18.29506111,-66.37051392,Raleigh,Estados Unidos,Carolina del Norte
41040,2016-08-22 13:47:00,Same Day,0,0,Shipping on time,0,18.20253372,-66.37058258,Newark,Estados Unidos,Delaware
45738,2016-10-30 03:42:00,Same Day,1,0,Late delivery,1,18.22954941,-66.37056732,Mwanza,Tanzania,Mwanza
64050,2017-07-24 11:13:00,Same Day,1,0,Late delivery,1,18.24187088,-66.37051392,Southend-on-Sea,Reino Unido,Inglaterra
15935,2015-08-22 02:23:00,Same Day,1,0,Late delivery,1,18.2187748,-66.37056732,Viena,Austria,Viena
15343,2015-08-13 10:59:00,Same Day,1,0,Late delivery,1,18.25471306,-66.37059784,Gothenburg,Suecia,Västra Götaland
53753,2017-02-24 03:43:00,Same Day,1,0,Late delivery,1,18.20666313,-66.37063599,Bogotá,Colombia,Bogotá
